1,People's Co-op Farmers Market,30th and Burnside,Portland,Multnomah,Oregon,97202
252,Celina Farmers' Market,"101 N. Main Street, Courthouse Square",Celina,,Ohio,45822
253,Main Street Market of Carrolton,101 North Main Street,Carrolton,Carroll,Missouri,64633
254,Bounty of the Barrens Farmers' Market,101 North Public Square,Glasgow,Barren,Kentucky,42141
255,Dundas Farmers Market,101 Railway St S,Dundas,Rice,Minnesota,55019
256,Center City Green Market,101 S Tryon St,Charlotte,Mecklenburg,North Carolina,28202
257,Farmers' Friday Market,101 S. Kerbey,Cave Junction,Josephine,Oregon,
258,Green Valley Farmers Market,101 S. La Canada Ste. 16,Green Valley,Pima,Arizona,85614
259,Downtown Bloomington Farmers Market,101 S. Madison,Bloomington,McLean,Illinois,61701
260,The Great Sidney Farmers Market,101 S. Ohio Avenue - Floor 2,Sidney,Shelby,Ohio,45365
261,Evening Farmer's Market on the Riverwalk,101 S. Union Ave,Pueblo,Pueblo,Colorado,81003
262,Uptown Wadesboro Farmers Market,101 South Greene Street,Wadesboro,Anson,North Carolina,28170
263,Waxahachie Downtown Farmers Market,101 W. Main Street,Waxahachie,Ellis,Texas,75165
264,Fayetteville Farmers Market on the Downtown Square,101 W. Mountain,Fayetteville,Washington,Arkansas,72701
265,Orting Valley Farmers Market,101 Washington,Orting,Pierce,Washington,98360
266,Harvest Home Metropolitan Avenue Market,101-15 Metropolitan Avenue,Queens,Queens,New York,
267,Chapman Food & Fitness Festival,1010 Cleveland Avenue,Chico,Butte,California,95928
268,West End Senior Center Wednesday Farmer's Market,1010 Main Street,Buhl,Twin Falls,Idaho,83316
269,Dallas Farmers Market,1010 S. Pearl Expressway,Dallas,Dallas,Texas,75201
270,Upper State Street Farm Market,1010 State St,New Haven,,Connecticut,6511
271,Farmboat - Floating Markets & Maritime Heritage Events,1010 Valley Street,Seattle,,Washington,98109
272,Vallco Farmers' Market,10101 N. Wolfe Rd.,Cupertino,Santa Clara,California,95014
273,Abbotsford Farmers Market,1011 East Spruce St.,Abbotsford,Clark,Wisconsin,54405
274,DeSoto Farmers' Market,10117 Hwy. 171,Grand Cane,De Soto,Louisiana,71032
275,Glens Falls Farmers Market Association,1012 State Route 9,Queensbury,Warren,New York,12804
276,Stone Gardens Farmers' Market,1012 Straits Rd.,New Hampton,Belknap,New Hampshire,3256
277,Allamakee Farmers Market,1013 Rossville Road,Waukon,Allamakee,Iowa,52172
278,Priest River Farmer's and Flea Market,1015 Aleni Hwy,Priest River,Bonner,Idaho,83856
279,jackie moreno city Waco,1015 Hogan Lane appt. 6,Waco,McLennan,Texas,76705
280,Sulphur Farmers Market,1015 South Ruth St.,Sulphur,Calcasieu,Louisiana,70664
281,Findlay Farmers Market,1017 E Sandusky St,Findlay,,Ohio,45840
282,OLD MILLSTREAM FARMERS' MARKET,1017 E. SANDUSKY ST.- Hancock County Fairgrounds,FINDLAY,Hancock County,Ohio,
283,Hardin County Farmers Garden Trade Day,1019 Clifton Rd.,Savannah,Hardin,Tennessee,38372
284,Fountain Inn Farmers Market,102 Depot Street,Fountain Inn,Greenville,South Carolina,29644
285,Wapakoneta Farmers' Market,102 East Auglaize St.,Wapakoneta,Auglaize,Ohio,45895
286,Round Top Farmers Market Association,102 Main Street,Round Top,Fayette,Texas,78954
287,Evansville Farmers Market,102 Maple St.,Evansville,Rock,Wisconsin,53536
288,hauppauge farmers market,102 motor parway,Hauppauge,Suffolk,New York,11787
289,Northport Farmers Market,102 N Rose Street,Northport,Leelanau,Michigan,49670
290,Growers Market of Fuquay-Varina,102 N. Main St.,Fuquay-Varina,Wake,North Carolina,27526
291,Vincennes Historic Farmers Market,102 N. Second St.,Vincennes,Knox,Indiana,47591
292,Alva Farmers Market,102 North 2d,Alva,Woods,Oklahoma,73717
293,Danbury Farmers Market,102 Old Church Road,Danbury,Stokes,North Carolina,27016
294,Petersburg' Farmers Market,102 S. 7th St.,Petersburg,Menard,Illinois,62675
295,"Downtown Sylvester Farmers Market, INC.",102 S. Main Street,Sylvester,Worth,Georgia,31791
296,Fallbrook Certified Farmers Market,102 S. Main Street,Fallbrook,San Diego,California,92028
297,Forest Farmer's Market,102 W. Lima St.,Forest,Hardin,Ohio,45843
298,Huning Street Farmers and Artisan Market,1020 E. Huning,Show Low,Navajo,Arizona,85901
299,The Farmers Market at Clear Lake Shores,1020 Marina Bay Drive,Clear Lake Shores,Galveston,Texas,77565
300,Chino Valley Farmers Market,1020 N. State Road 89,Chino Valley,Yavapai,Arizona,86323
301,Southwest Farmers Market,10200 Dixie Highway,Louisville,Jefferson,Kentucky,40272
302,Farmers' Market at Poplar Grove,10200 US Hwy 17,Wilmington,Pender,North Carolina,28411
303,Madison County Farmers Market,1022 Cook Avenue,Huntsville,Madison,Alabama,35804
304,Ohio Valley Fruit & Vegetable Growers Asociation,1025 Lila Avenue,Milford,Clermont,Ohio,45150
305,Clayton California Farmers' Market,1028 Diablo Street,Clayton,Contra Costa,California,94517
306,Grant County Farmer's Market,1028 E Main St,Gas City,Grant,Indiana,46933
307,"Webster's Joe Obbie Farmers' Market, Inc.","1028 Ridge Road, Webster Towne Center",Webster,Monroe,New York,14580
308,Whistle Stop Park Farmers Market,103 4th St NE,Dilworth,Clay,Minnesota,56529
309,The Montalvo House Community Market,103 E. Thomas Street,Brackettville,Kinney,Texas,78832
310,The Pass Market,103 Fleitas Ave.,Pass Christian,Harrison,Mississippi,39571
311,Blair Farmers Market,103 South 12th Street,Blair,Washington,Nebraska,68008
312,Farmington Farmers Market,103 South Front St.,Farmington,Van Buren,Iowa,52626
313,South Maple Street Farmers Market,103 South Maple Avenue,Davenport,Thayer,Nebraska,68335
314,Bracken County Farmers Market II,103 West 2nd Street,Augusta,Bracken,Kentucky,41002
315,Okanogan Valley Farmers Market,1030 2nd Ave. N,Okanogan,Okanogan,Washington,98840
316,Organic Farmers Market at Hoovers,1035 Academy Drive,Altamonte Springs,Seminole,Florida,32714
317,Scripps Ranch Farmers Market & Family Festival,10380 Spring Canyon Rd.,San Diego,San Diego,California,92131
318,King George Farmers' Market,10381 Ridge Road,King George,King George,Virginia,22485
319,D'Iberville Farmers Market,10383 Automall Parkway,D'Iberville,Harrison,Mississippi,39540
320,San Marcos/New Braunfels Farmers Market Association,104 C.M. Allen Parkway,San Marcos,Hays,Texas,78666
321,Coopers Cove Farmers Market,104 E. Avenue D,Lampasas,Lampasas,Texas,79045
322,Main Street Elyria Farmers Market,104 Middle Ave.,Elyria,,Ohio,44035
323,REC's Community Farmers Market - Fuller Family Park,104 Murray Ave.,Worcester,Worcester,Massachusetts,1610
324,Chariton Farmers Market,104 N. Grand,Chariton,Lucas,Iowa,50049
325,Haskell County Farmers Market,104 Northeast 6th St.,Stigler,Haskell,Oklahoma,74462
326,Grand Rapids Farmers Market,104 NW 4th St,Grand Rapids,Itasca,Minnesota,55744
327,Winter Garden Farmers' Market,104 S. Lakeview Ave,Winter Garden,Orange,Florida,
328,Oberlin Farmers Market,104 S. Penn St.,Oberlin,Decatur,Kansas,67749
329,Eatonville Farmers Market,104 Washington Street,Eatonville,Pierce,Washington,98328
330,True Value Patterson FM,1040 W. Las Palmas,Patterson,Stanislaus,California,
331,St. Charles Farmers' Market,10400 O’Donnell Place,St. Charles,Charles,Maryland,20603
332,Desert Canyon Center Farmers Market,10405 McDowell Mountain Rd.,Scottsdale,Maricopa,Arizona,85250
333,Chilton Farmers Market,1041 E. Chestnut St,Chilton,Calumet,Wisconsin,53014
334,"Meade County Farmers Market, Inc",1041 Old Ekron Rd.,Brandenburg,Meade,Kentucky,40108
335,Dover Cove Farmers' Market,1041 South St,Dover-Foxcroft,Piscataquis,Maine,4426
336,Greene County Farmers Market,10415 Spotswood Trail,Stanardsville,Greene,Virginia,22973
337,Jeffersontown Farmers Market,10416 Watterson Trail,Jeffersontown,Jefferson,Kentucky,40299
338,Feed Mill's Farmer's Market,10494 Wisconsin Avenue,Hayward,Sawyer,Wisconsin,54843
339,Northglenn Mall Farmers market,104th & I-25 Northglenn Mall,Northglenn,Adams,Colorado,80035
340,Harvest Home Union Settlement Market,104th St and 3rd Ave,Manhattan,New York,New York,
341,East Harlem Farmer's Market,104th Street & 3rd Avenue,New York,New York,New York,10029
342,Bay County Farmers Market,105 Adams St,Bay City,Bay,Michigan,48708
343,Crystal City Farmers' Market,105 Bailley Rd.,Crystal City,Jefferson,Missouri,63019
344,Jonesborough Farmers Market,105 Courthouse Square,Jonesborough,Washington,Tennessee,37659
345,Downtown Daytona Beach Farmers Market,105 E. Magnolia Ave.,Daytona Beach,Volusia,Florida,32114
346,Prairie Township Natural Products,105 Kern Road,Middletown,Montgomery,Missouri,63359
347,Coteau Hills Farmers' Market,105 Main Ave South,Kulm,,North Dakota,58456
348,King Farmers Market,105 Moore Road,King,Stokes,North Carolina,27021
349,International City Farmers' Market,105 Mulberry St (Perkins Field),Warner Robins,Houston,Georgia,31093
350,Columbus Downtown Farmer's Market,105 N. Dickason Blvd,Columbus,Columbia,Wisconsin,53925
351,Jerseyville Farmers' & Artisan Market,105 N. Liberty Street,Jerseyville,Jersey,Illinois,62052
352,NEW LEXINGTON FARMERS' MARKET,105 N. MAIN ST.,NEW LEXINGTON,Perry,Ohio,
353,Plainfield Chamber Farmers' Market,105 S. East Street,Plainfield,Hendricks,Indiana,46168
354,Granville Corners Fruit & Vegetable Growers Association,105 Tupelo Circle,Oxford,Granville,North Carolina,27565
355,Harvest with a Heart,105 W. Emeline Street,Milford,,Indiana,46542
356,Historic Longview Farmers Market,105 West Cotton Street,Longview,Gregg,Texas,75605
357,Del Mar Farmers Market,1050 Camino Del Mar,Del Mar,Tulare,California,92014
358,Dansville Farmers' Market,1050 Dakin St.,Dansville,Ingham,Michigan,48819
359,REC's Mobile Farmers Market - Webster Square Towers (WHA),1050 Main Street,Worcester,Worcester,Massachusetts,1610
360,Crisp! Auburn Gresham,1050 W 79th St.,Chicago,Cook,Illinois,60620
361,Stoughton Farmers Market,1050 W. Main Street,Stoughton,Dane,Wisconsin,53589
362,Palm Beach Gardens GreenMarket,10500 North Military Trail,Palm Beach Gardens,Palm Beach,Florida,33410
363,Fairfax Community Farmers' Market,10500 Page Avenue,Fairfax,Fairfax City,Virginia,
364,Fairfax Sunday Farmers Market,10500 Page Avenue,Fairfax,Fairfax City,Virginia,22030
365,San Diego Mira Mesa Farmers Market,10510 Reagan Road,San Diego,San Diego,California,92126
366,Akers of Strawberries,1054 Melton Rd.,Baker,Okaloosa,Florida,32531
367,Full Circle Farm Stand,1055 Dunford Way,Sunnyvale,Santa Clara,California,94087
368,Rosendale Farmers Market,1055 Rt.32,Rosendale,Ulster,New York,12472
369,The Heritage Harvest Certified Farmers Market,10570 Foothill Boulevard CA,Rancho Cucamonga,San Bernardino,California,91730
370,Twin City Farmers Market,106 Avenue A,Sterling IL,Whiteside,Illinois,61081
371,Catonsville Farmers Market,106 Bloomsbury Ave,Catonsville,Baltimore,Maryland,20913
372,The Cumming Harvest,"106 Colony Park Drive, Suite 100",Cumming,Forsyth,Georgia,30040
373,Market Place On Broadway,106 East Broadway,Ardmore,Carter,Oklahoma,73401
374,CONCORD MARKET,"106 East Jackson Rd (M-60),",Concord,Jackson,Michigan,49237
375,Eden Street Market,106 Eden Street,Davidson,,North Carolina,
376,Tazewell Farmers Market,106 Gratton Rd,Tazewell,Tazewell,Virginia,24651
377,coyote farm and home market,106 Maple,ashland,Boone,Missouri,65010
378,Village Market Cooperative,106 N MARKET STREET (BEHIND THE PUBLIC LIBRARY),Rockville,Parke County,Indiana,
379,Darby Farmers Market,106 S Main Street,Darby,Ravalli,Montana,59829
380,OLD GREGG SCHOOL FARMERS MARKET,106 School Street,Spring Mills,Centre County,Pennsylvania,
381,The Villa Rica Farmers Market @ The Mill,106 Temple Street,Villa Rica,Carroll,Georgia,30180
382,Kingwood Farmers Market,106 W Main Street,Kingwood,Preston,West Virginia,26537
383,Farm 2 Family Brunswick Friday Farmers Market,10600 Bubling Wells Rd,Grass Valley,Nevada,California,95945
384,Mandarin Farmers Market by the Whole Foods Market,10601 San Jose Boulevard,Jacksonville,Duval,Florida,32259
385,Chisago City Farmers Market,10656 Railroad Avenue,Chisago City,Chisago,Minnesota,55013
386,Community Farmers Market at Brookland Baptist Church,1066 Sunset Blvd.,West Columbia,Richland,South Carolina,29169
387,Main Street Statesboro Farmers Market,106c. Savannah Ave,Statesboro,Bulloch,Georgia,30458
388,Deposit Farmers' Market,107 2nd Street,Deposit,Delaware,New York,13754
389,Hopkinton Farmers Market,107 Beech Hill Road,Hopkinton,Merrimack,New Hampshire,3229
390,HERITAGE PARK MARKET,107 COMER HALL,AUBURN UNIVERSITY,LEE,Alabama,36849
391,Arenac Conservation District Farmers Market,107 N Main Street,Standish,Arenac,Michigan,48658
392,Emporia Farmers Market,107 South Main Street,Emporia,Emporia,Virginia,23847
393,Nacogdoches Farmers' Market,107 W. Pearl Street,Nacogdoches,Nacogdoches,Texas,75961
394,Downtown Hays Market,107 West 10th St.,Hays,,Kansas,67601
395,Steeleville Farmers Market,107 West Broadway,Steeleville,Randolph,Illinois,62288
396,Gulfport Harbor Market,1070 23rd Ave.,Gulfport,Harrison,Mississippi,39501
397,Green Market at Piedmont Park,1071 Piedmont Ave NE,Atlanta,Fulton,Georgia,30309
398,Mid Del Farmers' Market,10713 East Reno,Midwest City,Oklahoma,Oklahoma,73130
399,Golden Mile Farmers Market,10744 Back Mountain Road,Milroy,Mifflin,Pennsylvania,17063
400,Green Spring Station Farmers Market,10751 Falls Road,Baltimore,Baltimore,Maryland,21212
401,Jay Village Farmers' Market,1077 Vermont Route 242,Jay,,Vermont,5859
402,Grand Court Farmers' Market,107th Street and Wornall Road,Kansas City,Jackson,Missouri,64137
403,Ashe County Farmers Market,108 Backstreet,West Jefferson,Ashe,North Carolina,28694
404,Smyrna Farmers Market,108 David Collins Drive,Smyrna,Rutherford County,Tennessee,
405,Hip Donelson Community Farmers Market,108 Donelson Pike,Nashville,,Tennessee,37214
406,Edmonson County Farmers’ Market,108 Ferguson Street,Brownsville,Edmonson,Kentucky,
407,Boaz Farmers Market,108 Line Street,Boaz,Marshall,Alabama,35957
408,Carver Farmers' Market,108 Main St.,Carver,Plymouth,Massachusetts,2330
409,Rec Park Farmers Market,108 Montgomery Ave.,Lewistown,Mifflin,Pennsylvania,17044
410,Idabel Farmers Market,108 North Central Main Street,Idabel,McCurtain,Oklahoma,74745
411,Wichita County Farmers' Market,108 S. 4th Street,Leoti,Wichita,Kansas,67861
412,Chilhowee Main Street Farmers' Market,108 S. Main St.,Chilhowee,Johnson,Missouri,64733
413,Blacksburg Farmers Market,"108 W Roanoke St, Suite 101",Blacksburg,Montgomery,Virginia,24060
414,Rockmart Farmers' Market,108 Water St.,Rockmart,,Georgia,30153
415,Selma/Dallas County Farmers Market,108 West Dallas Avenue,Selma,Dallas,Alabama,36701
416,Clawson Farmers Market,1080 N Custer,Clawson,Oakland,Michigan,48017
417,The Boise Farmers Market,1080 W. Front Street,Boise,Ada,Idaho,83701
418,Sassy Pea Market/Good Earth Petting Farm (at The Good Earth Day School),10820 East Crystal Falls Parkway,Leander,,Texas,78641
419,"Conover Farmers Market, Inc",109 1st Street East,Conover,Catawba,North Carolina,28613
420,Ralph H. Johnson Medical Center Farmers Market,109 Bee St.,Charleston,Charleston,South Carolina,29401
421,Enid Farmers Market,109 E. Garriott Road,Enid,Garfield,Oklahoma,73703
422,Homer Farmers Market,109 East Leigh street (M-60),Homer,Calhoun,Michigan,49245
423,Broadway Farmers Market,109 North Main Street,Broadway,,Virginia,22815
424,Coventry Farmers Market,109 North Road,,Chenango,New York,
425,New Britain Farmers Market,109 North Street,New Britain,Hartford,Connecticut,6051
426,Local Farmers Market at the Shoppes at the Flight Deck in Lexington,109 Old Chapin Rd.,Lexington,Lexington,South Carolina,29072
427,Clifton Farmers Market,109 S Scribner St,Clifton,Washington,Kansas,66937
428,Downtown Farmerington Farmers Market,109 Spruce Street,Framington,Dakota,Minnesota,55024
429,Cortez Farmers Market,109 W Main Street,Cortez,Montezuma,Colorado,81321
430,Farmers Market at Latham UMC,109 Weatherly Road,Huntsville,,Alabama,35803
431,Freedom Farmers Market,10905 Livingston Road,Fort Washington,Prince George's,Maryland,20744
432,Bloomingrove Produce Auction,1091 Free Rd,Shiloh,Richland,Ohio,44878
433,Whitehouse Farmers' Market,10911 Toledo Street,Whitehouse,Lucas,Ohio,43571
434,The Cornerstone Market,1095 Allen Road,Greenville,Pitt,North Carolina,27834
435,Walt L. Shamel Community Farmers Market(on Dean Street),1095 Dean Street,Brooklyn,New York,New York,11216
436,New Gloucester Community Market,1095 Lewiston Rd. (Rt. 100),New Gloucester,Cumberland,Maine,4260
437,The Boise Farmers Market,10th & Grove St.,Boise,Ada,Idaho,83701
438,Cheyenne County Farmers Market,10th & Jackson Street,Sidney,Cheyenne,Nebraska,69162
439,Downtown Topeka Farmers Market,10th & Topeka Blvd.,Topeka,Shawnee,Kansas,66618
440,Cool Spring Farmers Market,10th and Jackson Street,Wilmington,New Castle,Delaware,19805
441,Brookland Farmers Market,"10th and Otis Streets, NE",District of Columbia,District of Columbia,District of Columbia,
442,Capitol Midweek Farmers' Market,10th Ave. & Jackson Street,Topeka,Shawnee,Kansas,66612
443,Golden Farmers Market,10th Avenue & Illinois Street,Golden,Jefferson,Colorado,80401
444,Myrtle's Market (Myrtle Beach Farmers Market),10th Avenue & Oak Street,Myrtle Beach,Horry,South Carolina,29578
445,Rendezvous Region Langdon Farmers Market,10th Avenue and 3rd Street,Langdon,Cavalier,North Dakota,58249
446,Sacramento Chavez Plaza Certified Farmers' Market,10th St and J St,Sacramento,Sacramento,California,95814
447,Collinsville Farmers Market,10th St. & Center,Collinsville,Tulsa,Oklahoma,74021
448,Downtown Tracy Certified Farmers Market,10th Street,Tracy,San Joaquin,California,95376
449,Fortuna Farmers Market,10th Street & L,Scotia,Humboldt,California,95518
450,Sunblest,10Th Street Modesto,Modesto,Stanislaus,California,
451,REC's Mobile Farmers Market - Lincoln Towers (WHA),11 Lake Ave.,Worcester,Worcester,Massachusetts,1610
452,North Amherst Winter Farmers' Market,11 Meadow St.,Leverett,Hampshire,Massachusetts,1054
453,Martin's Farmstand,11 Needham Rd.,Potsdam,St. Lawrence,New York,
454,Stonington Farmers Market,"11 Northwest Street, Town Dock",Stonington,New London,Connecticut,6378
455,Penacook Village Farmers' Market,11 Penacook St.,Penacook,Merrimack,New Hampshire,3303
456,Morgan County Farmers' Market,11 W Carlisle Street,Mooresville,Morgan,Indiana,46158
457,"Blue Moon Acres Farm Market- Pennington, NJ",11 Willow Creek Dr.,Pennington,,New Jersey,8534
458,Local Farmers Market,110 1st Street E.,Park Rapids,Hubbard,Minnesota,56470
459,West Frederick Farmers' Market,110 Baughman's Lane,Frederick,Frederick,Maryland,21701
460,Cape Charles Farmers Market,110 Blue Heaven Rd.,Cape Charles,,Virginia,23310
461,Cape Charles Farmers Market,110 Blue Heaven Rd.,Cape Charles,,Virginia,23310
462,Johnson County Farmers Market,110 Court St.,Mountain City,Johnson,Tennessee,37683
463,Talent Evening Market,110 E Main St,Talent,Jackson,Oregon,97540
464,North Umpqua Farmers and Artisans Regional Marketplace (NUFARM),110 East B. Avenue,Drain,Douglas County,Oregon,
465,Lenny's Farmers market,110 North Hampton Street,Americus,Sumter,Georgia,31709
466,Giles County Farmers Market,110 North Second Street,Pulaski,Giles,Tennessee,38478
467,Gravette Farmers' Market,110 Park Drive,Gravette,Benton,Arkansas,72736
468,Rogue River SUnday Market,110 Pine Street,Rogue RIver,Jackson,Oregon,97537
469,historic lewes farmers market,110 Shipcarpenter Street,Lewes,,Delaware,19958
470,historic lewes farmers market,110 Shipcarpenter Street,Lewes,Sussex,Delaware,19958
471,Santa Barbara La Cumbre Farmers Market,110 South Hope Avenue,Santa Barbara,Santa Barbara,California,93101
472,Howard County Farmers Market,110 South Washington Street,Nashville,Howard,Arkansas,71852
473,Corvallis Indoor Winter Market,110 SW 53rd St,Corvallis,Benton,Oregon,97333
474,Warren Farmers Market,110 W Main St.,Warren,,Illinois,61087
475,Hopkinsville-Christian County Downtown Farmers Market,110 West 9th Street,Hopkinsville,Christian,Kentucky,42240
476,Keller Farmers Market,1100 Bear Creek Parkway,Keller,Tarrant,Texas,76244
477,Hollywood Media Farmers Market,1100 Block of Cole Ave.,Hollister,Los Angeles,California,95023
478,Radford Farmers Market,1100 block of East Main Street,Radford,Bedford,Virginia,24141
479,Zerns Farmers Market and Auction,1100 E. Philadelphia Ave,Gilbertsville,Montgomery,Pennsylvania,19525
480,Prescott Farmers Market,1100 E. Sheldon Street,Prescott,Yavapai,Arizona,86301
481,Great Mall CFM,1100 Great Mall Drive,Milipitas,Santa Clara,California,95035
482,New Richmond Farmers Market,1100 Heritage Drive,New Richmond,St. Croix,Wisconsin,54017
483,South Milwaukee Downtown Market,1100 Milwaukee Avenue,South Milwaukee,Milwaukee,Wisconsin,53172
484,Bellingham Farmers Market,1100 Railroad Avenue,Bellinhgam,Whatcom,Washington,98225
485,Trinity Episcopal Church Farmers Market,1100 Sumter Street,Columbia,Richland,South Carolina,29201
486,Tuacahn Saturday Market,1100 Tuacahn Drive,Ivins,Washington,Utah,84738
487,Huntsville Downtown Farmers Market,1100 University Avenue,Huntsville,Walker,Texas,77340
488,Tucson Farmers' Market at Oro Valley,11000 N. La Canada Blvd.,Oro Valley,Pima,Arizona,85737
489,Pinecrest Gardens Farmers Market,11000 SW 57th Avenue,Pinecrest,Miami-Dade,Florida,33156
490,Dubuque Winter Farmers Market,1101 Central Ave,Dubuque,Dubuque,Iowa,52001
491,Mosinee Farmers Market,1101 Main Street,City,Marathon,Wisconsin,54455
492,Gardens Summer GreenMarket at STORE,11010 North Military Trail,Palm Beach Gardens,Palm Beach,Florida,33410
493,Woodstock Farmers Market,1102 McConnell Road,woodstock,McHenry,Illinois,60098
494,Northside Farmers' Market - Youngstown,1105 Elm Street,Youngstown,Mahoning,Ohio,44505
495,South Bend Farmers Market,1105 Northside Blvd.,South Bend,St. Joseph,Indiana,46615
496,City of Perry Farmers Market,1106 Meeting Street,Perry,Houston,Georgia,31069
497,Nevada County Farmers Market,11078 West First Street North,Prescott,Nevada,Arkansas,71857
498,Morningside Park Farmers Market,110th Street & Manhattan Avenue,Mornignside Heights,New York,New York,10027
499,Fletcher Allen's Farmers' Market,111 Colchester Ave 204 EN3,Burlington,Chittenden,Vermont,5401
500,Montefiore Medical Center Farmers Market_Thursday,111 E. 210th Street,Bronx,Bronx,New York,10467